GS_controversiality_score,index,id,author_id,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text,hashtags,hashtag_count,uppercase_count,uppercase_pct,exclamation_mark_count,question_mark_count,url_count,mention_count,emojie_count,followers_count,engagement_score,sentiment_score,sentiment_category,avg_replies_sentiment,avg_quotes_sentiment,avg_conversation_sentiment,var_replies_sentiment,var_quotes_sentiment,var_conversation_sentiment,pct_similar_sentiment_replies,pct_similar_sentiment_quotes,clean_text,var_replies_semantic,var_quotes_semantic,var_conversation_semantic,engagement_score_log_normal,date
0.0,107,1550718480936308736,1261179080906547200,1550718480936308736,en,0,0,0,0,everyone,"If the whole world will deal with inflation, food supply shortages, climate change, heat waves and disease then where are we living? Dependency on Dollars &amp; Euros. Looks like now trade will be barter system like old times in future.End of times? https://t.co/qThXS9Rmfh",[],0,0,4,0,2,1,0,0,529.0,0.0,0.5803,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,if whole world deal inflation food supply shortage climate change heat wave disease living dependency dollars amp euros looks like trade barter system like old time futureend time,0.0,0.0,0.0,0.0,2022-07-23 05:44:31
0.0,108,1550862895822553088,2020351,1550862895822553088,en,0,0,1,0,everyone,Climate change has a death toll https://t.co/fCSmS0MOV0,[],0,0,14,0,0,1,0,0,36618.0,2.7308227969087086e-05,-0.5994,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change death toll,0.0,0.0,0.0,0.061880021076251304,2022-07-23 15:18:22
0.0,109,1550908409284788224,2312978781,1550908409284788224,en,0,0,0,0,everyone,Monkey pox mandates. Climate change mandates. Who is enforcing this treason?,[],0,0,5,0,1,0,0,0,130.0,0.0,-0.5228,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monkey pox mandate climate change mandate who enforcing treason,0.0,0.0,0.0,0.0,2022-07-23 18:19:13
1.0,110,1550812020001411072,127492538,1550812020001411072,en,0,0,0,0,everyone,Evil always has a root The audacious PR plot that seeded doubt about climate change https://t.co/tcuc8RE3MW,[],0,1,9,0,0,1,0,0,486.0,0.0,-0.7184,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,evil always root the audacious pr plot seeded doubt climate change,0.0,0.0,0.0,0.0,2022-07-23 11:56:12
0.0,111,1550777748528021505,2567876685,1550777748528021505,en,2,1,3,0,everyone,"These striking totems at St Nicholas Place, Princes Docks are more than just a masterpiece - they actually exhibit the impact of climate change on Merseyside! ⛅From artist Alicja Biala and launched by @Biennial and@LpoolBIDcompany, find out more here:https://t.co/6abva9HQ9i https://t.co/xHhcRAaCBG",[],0,0,9,1,0,2,2,1,11550.0,0.0005194355467059129,0.7088,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,these striking totem st nicholas place princes docks masterpiece actually exhibit impact climate change merseyside artist alicja biala launched find,0.0,0.0,0.0,0.4139149904386366,2022-07-23 09:40:01
0.0,112,1550867890907127809,1498412644125974530,1550867890907127809,en,0,0,0,0,everyone,"Dear @GOP, while you are banging on about climate change being a hoax, the rest of the world disagrees. Your strategy of appealing to a minority of voters is a fascinating political strategy.https://t.co/jjhreOKWuU",[],0,1,5,0,0,1,1,0,33.0,0.0,0.4019,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dear banging climate change hoax rest world disagrees your strategy appealing minority voter fascinating political strategy,0.0,0.0,0.0,0.0,2022-07-23 15:38:13
0.0,113,1550986615107076102,1385974593412796416,1550986615107076102,en,0,0,0,0,everyone,Today they MSM harped on global warming while stating it hasn't been this hot since 1962. So .. wasn't 1962 one of the Global cooling years?,[],0,1,5,0,1,0,0,0,19.0,0.0,0.1531,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,today msm harped global warming stating hasnt hot since 1962 so wasnt 1962 one global cooling year,0.0,0.0,0.0,0.0,2022-07-23 23:29:59
0.0,114,1550958551522283520,1292823910652817411,1550958551522283520,en,0,0,5,0,everyone,And people wonder why agriculture worldwide is being destroyed on purpose. This climate change agenda is in full throttle. @1MarkMoss https://t.co/6OsBoJ5Fo8,[],0,0,6,0,0,1,1,0,231.0,0.021551724137931036,-0.4939,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,and people wonder agriculture worldwide destroyed purpose this climate change agenda full throttle,0.0,0.0,0.0,0.5644627147823306,2022-07-23 21:38:28
0.0,115,1550731683216822272,1325888502068703233,1550731683216822272,en,0,0,0,0,everyone,I'm going to make a claim about the environment and it may be aggressive. Only Andy Worhal can stop global warming.,[],0,1,4,0,0,0,0,0,4.0,0.0,-0.296,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,im going make claim environment may aggressive only andy worhal stop global warming,0.0,0.0,0.0,0.0,2022-07-23 06:36:59
0.0,116,1550922399075409920,235138711,1550922399075409920,en,0,0,1,0,everyone,"Very good essay by @rhysblakely about work by scientists to combat #climatechange from #solareengineering to making artifical #whalepoo, https://t.co/c3tP2xRXoHSomething needs to be done but which plausible, feasible and affordable?",['climatechange' 'solareengineering' 'whalepoo'],3,0,3,0,1,1,1,0,1180.0,0.000846740050804403,0.1018,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,very good essay work scientist combat climatechange solareengineering making artifical whalepoo need done plausible feasible affordable,0.0,0.0,0.0,0.0892395547324414,2022-07-23 19:14:49
1.0,117,1550652769664507904,722628906,1550652769664507904,en,10,4,49,2,everyone,Follow the science!  Climate Change is a Hoax!!!,[],0,0,10,4,0,0,0,0,4723.0,0.01375952582557155,-0.5053,Negative,-0.07925,0.20095,0.014149999999999996,0.30674165666666664,0.08076180499999999,0.22113389899999997,25.0,0.0,follow science climate change hoax,0.30674165666666664,0.08076180499999999,0.22113389899999997,4.922082208349525,2022-07-23 01:23:24
2.0,118,1550885979673731072,1331848608,1550885979673731072,en,0,0,0,0,everyone,"BBC, 'The audacious PR plot that seeded doubt about climate change.'. Mind its not as if the BBC didn't take the bait &amp; run with the falsehoods, re: e-mail leak for e.g. https://t.co/Yl2ttzDzri",[],0,3,7,0,0,1,0,0,1293.0,0.0,-0.4588,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bbc the audacious pr plot seeded doubt climate change mind bbc didnt take bait amp run falsehood email leak eg,0.0,0.0,0.0,0.0,2022-07-23 16:50:06
3.0,119,1550850724073963525,1882636998,1550850724073963525,en,0,0,0,0,everyone,"In a paradox, cleaner air is now adding to global warming https://t.co/eDSlh65x6f",[],0,0,4,0,0,1,0,0,4200.0,0.0,0.2263,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,in paradox cleaner air adding global warming,0.0,0.0,0.0,0.0,2022-07-23 14:30:00
2.0,120,1550921038208405504,2760553125,1550921038208405504,en,0,0,6,0,everyone,So much for global warming.. a roaring fire in July in Rosslare 😂🤣 https://t.co/llZiNCH9Zc,[],0,0,10,0,0,1,0,2,41.0,0.14285714285714285,0.6486,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,so much global warming roaring fire july rosslare,0.0,0.0,0.0,0.9386267300524292,2022-07-23 19:09:24
0.0,121,1550847450742591488,47678555,1550847450742591488,en,13,1,33,2,everyone,"""We are just going to have to do less air travel. At this point in time we don't have plans to meet our climate change commitments."" - our director of innovation, @crisortunity.https://t.co/dFXa1rBWTA",[],0,0,5,0,0,1,1,0,32089.0,0.0015269554378311001,0.4767,Positive,0.7506,0.026900000000000007,0.26813333333333333,0.0,0.43393928,0.3915502033333334,100.0,50.0,we going le air travel at point time dont plan meet climate change commitment director innovation,0.0,0.43393928,0.3915502033333334,3.068284450819712,2022-07-23 14:17:00
2.0,122,1550781908543574016,1415034339784601601,1550781908543574016,en,0,0,0,0,everyone,⁉️Did you ever ask yourself if climate change could be reversed ?🌍 Discover more below 👇 and register your project Friend of the Earth by sending a email 📧 iccs@cics.org #climatechange #climate #youth #scout https://t.co/nI2jwHWvq9,['climatechange' 'climate' 'youth' 'scout'],4,0,4,0,1,1,1,4,61.0,0.0,0.4939,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ever ask climate change could reversed discover register project friend earth sending email iccsorg climatechange climate youth scout,0.0,0.0,0.0,0.0,2022-07-23 09:56:33
1.0,123,1550899669726887937,1510700735436054536,1550899669726887937,en,2,1,11,0,everyone,"🤔 #ActOnClimate too difficult 🤔According to the Peritia survey, only 33% think it's easy to do something against #climatechange.Our conviction: #Web3 with innovative approaches will help! Hoping for great output of @CeloOrg #ReFiSummerWhat are great examples of #impactNFT?",['ActOnClimate' 'climatechange' 'Web3' 'ReFiSummerWhat' 'impactNFT'],5,0,7,1,1,0,1,2,136.0,0.10218978102189781,0.9538,Positive,0.8701,0.0,0.8701,0.0,0.0,0.0,100.0,0.0,actonclimate difficult peritia survey 33 think easy something climatechangeour conviction web3 innovative approach help hoping great output refisummerwhat great example impactnft,0.0,0.0,0.0,1.728815082056553,2022-07-23 17:44:30
0.0,124,1550809245125267456,15227349,1550809245125267456,en,0,0,0,0,everyone,"The Albanese government will face internal pressure to include climate change in its promised revamp of national conservation laws, with LEAN saying greenhouse gas emissions must be considered when development proposals are assessed. #ClimateCrisis #auspolhttps://t.co/1rHR3hUpwq",['ClimateCrisis' 'auspolhttps'],2,1,4,0,0,1,0,0,2137.0,0.0,0.0772,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the albanese government face internal pressure include climate change promised revamp national conservation law lean saying greenhouse gas emission must considered development proposal assessed climatecrisis auspol,0.0,0.0,0.0,0.0,2022-07-23 11:45:11
0.0,125,1550793196489379840,121548363,1550793196489379840,en,2,0,0,0,everyone,"The guy who hoodwinked millions of people, if today you think climate change is poppycock, you're still being had.. https://t.co/AWbQXx1Eae",[],0,0,5,0,0,1,0,0,831.0,0.002403846153846154,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the guy hoodwinked million people today think climate change poppycock youre still,0.0,0.0,0.0,0.18690820682904094,2022-07-23 10:41:25
0.0,126,1550930224262422529,396938495,1550930224262422529,en,4,0,4,0,everyone,"Climate Change Is Not Negotiable ""The threat posed by climate change to Americans’ lives and livelihoods is urgent and severe, and it requires significantly more commitment from those who are elected to protect them.""https://t.co/T68TTqeHF8",[],0,0,6,0,0,1,0,0,5904.0,0.001354784081287045,0.811,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change is not negotiable the threat posed climate change americans life livelihood urgent severe requires significantly commitment elected protect,0.0,0.0,0.0,0.5913782370583802,2022-07-23 19:45:55
1.0,127,1550689072691253248,2902080532,1550689072691253248,en,1,0,1,0,everyone,See what three degrees of global warming looks like | The Economist https://t.co/F9cSzDrizF via @YouTube,[],0,0,10,0,0,1,1,0,94.0,0.021052631578947368,0.4767,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,see three degree global warming look like the economist via,0.0,0.0,0.0,0.26420583211639004,2022-07-23 03:47:39
1.0,128,1550865860990050306,374433704,1550865860990050306,en,1,1,1,0,everyone,Calling all young people of Gorseinon.... WE NEED YOU! Our Y-Future in Swansea project is looking for core group members to help find youth-led solutions to climate change. Message us now for more info.#SwanseaRDP #SwanseaCouncil #ESF@SwanseaCouncil @WelshGovernment https://t.co/uRne6k43Nn,['SwanseaRDP' 'SwanseaCouncil' 'ESF'],3,5,12,1,0,1,2,0,4637.0,0.000646830530401035,0.5707,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calling young people gorseinon we need you our yfuture swansea project looking core group member help find youthled solution climate change message u infoswanseardp swanseacouncil esf,0.0,0.0,0.0,0.22762991474268973,2022-07-23 15:30:09
3.0,129,1550673868100370432,1431978633854271491,1550673868100370432,en,1,0,0,0,everyone,The audacious PR plot that seeded doubt about climate change https://t.co/1mknwYSmZQ via @YahooNews,[],0,1,10,0,0,1,1,0,2365.0,0.00042265426880811494,-0.1531,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the audacious pr plot seeded doubt climate change via,0.0,0.0,0.0,0.08191192687228123,2022-07-23 02:47:14
0.0,130,1550843378023251973,232238671,1550843378023251973,en,0,0,0,0,everyone,"🔥We're having a heatwave ...  &amp; there's a lot of talk about the future of NC's natural areas. We've got plenty of coverage + the advice of experts, on what's happening here + how to combat the disastrous effects of climate change in our own backyards. https://t.co/xo0eFNMCay https://t.co/IbfmuTXROj",[],0,1,5,0,0,2,0,1,5524.0,0.0,-0.7351,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,heatwave amp there lot talk future ncs natural area weve got plenty coverage advice expert whats happening combat disastrous effect climate change backyard,0.0,0.0,0.0,0.0,2022-07-23 14:00:49
3.0,131,1550889277516570628,346096879,1550889277516570628,en,0,0,0,0,everyone,The audacious PR plot that seeded doubt about climate change https://t.co/2Wq3nugjIt,[],0,1,7,0,0,1,0,0,527.0,0.0,-0.1531,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the audacious pr plot seeded doubt climate change,0.0,0.0,0.0,0.0,2022-07-23 17:03:12
0.0,132,1550686201060925441,435861279,1550686201060925441,en,0,0,0,0,everyone,The audacious PR plot that seeded doubt about climate change - BBC News https://t.co/GwQuGt49RB,[],0,2,15,0,0,1,0,0,9968.0,0.0,-0.1531,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the audacious pr plot seeded doubt climate change bbc news,0.0,0.0,0.0,0.0,2022-07-23 03:36:15
2.0,133,1550752641881350147,268201193,1550752641881350147,en,1,0,3,0,everyone,"#Climatechange and ill-planned human interventions in the #Himalayas have accentuated the vulnerability of the hills to disasters, resulting in a manifold increase in loss of property and human lives, experts say.Read More: https://t.co/0sctoF399B https://t.co/gUfBJG4mqp",['Climatechange' 'Himalayas'],2,0,4,0,0,2,0,0,96251.0,4.155757802435274e-05,-0.6705,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climatechange illplanned human intervention himalayas accentuated vulnerability hill disaster resulting manifold increase loss property human life expert sayread more,0.0,0.0,0.0,0.2278614267143942,2022-07-23 08:00:16
0.0,134,1550882470740037632,413368853,1550882470740037632,en,0,0,0,0,everyone,"As concert tours heat the planet, artists try to cut carbon emissions  https://t.co/RPlt1eLqHc",[],0,0,6,0,0,1,0,0,102.0,0.0,-0.2732,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,as concert tour heat planet artist try cut carbon emission,0.0,0.0,0.0,0.0,2022-07-23 16:36:09
0.0,135,1550920580756553728,1490776578225225728,1550920580756553728,en,0,0,0,0,everyone,What???BBC News - The audacious PR plot that seeded doubt about climate changehttps://t.co/3ksdTCDthm,[],0,2,12,0,3,1,0,0,22.0,0.0,-0.2824,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whatbbc news the audacious pr plot seeded doubt climate change,0.0,0.0,0.0,0.0,2022-07-23 19:07:35
1.0,136,1550955578599477248,1167279149792104448,1550955578599477248,en,0,0,0,0,everyone,GOP Sen. Lindsey Graham says he doesn't 'want to be lectured' on what lawmakers should do to 'destroy' the US economy over climate change https://t.co/pa19cc8Jp8,[],0,2,7,0,0,1,0,0,4103.0,0.0,-0.575,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gop sen lindsey graham say doesnt want lectured lawmaker destroy us economy climate change,0.0,0.0,0.0,0.0,2022-07-23 21:26:39
2.0,137,1550886468813553671,1515064166146580485,1550886468813553671,en,0,0,0,0,everyone,"Keep the #fossilfuel industry out of the Congo Basin, the world's second-largest #rainforest! Please SIGN and SHARE our #PETITION! #DRCongo #climatechange https://t.co/Zskh3x5ZCv via @RainforestResq",['fossilfuel' 'rainforest' 'PETITION' 'DRCongo' 'climatechange'],5,3,17,2,0,1,1,0,0.0,0.0,0.7019,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,keep fossilfuel industry congo basin world secondlargest rainforest please sign share petition drcongo climatechange via,0.0,0.0,0.0,0.0,2022-07-23 16:52:02
0.0,138,1550961011133480966,1050798031438790656,1550961011133480966,en,0,0,0,0,everyone,The latest The Natural disaster Daily! https://t.co/9hFCYAG09i Thanks to @WaterTrends @OasisMountain #climatechange #climatecrisis,['climatechange' 'climatecrisis'],2,0,12,1,0,1,2,0,575.0,0.0,0.1511,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the latest the natural disaster daily thanks climatechange climatecrisis,0.0,0.0,0.0,0.0,2022-07-23 21:48:15
0.0,139,1550865876576096256,1284798160934711296,1550865876576096256,en,0,0,0,0,everyone,"CNN tech director speaks about instilling the next fear (Climate change) as Covid is no longer a fear factor in controlling people, project Veritas smashing it catching the sly dogs across the pond. https://t.co/NotLd0sqXO",[],0,1,5,0,0,1,0,0,1280.0,0.0,-0.8225,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cnn tech director speaks instilling next fear climate change covid longer fear factor controlling people project veritas smashing catching sly dog across pond,0.0,0.0,0.0,0.0,2022-07-23 15:30:13
0.0,140,1550857420003500035,2317405230,1550857420003500035,en,0,0,2,0,everyone,#climatechange Hard to get GOP politicians to pass legislation curbing climate change when their voters don't believe in global warming (because their political leaders tell them it doesn't exist) https://t.co/9AoNfIljim,['climatechange'],1,1,4,0,0,1,0,0,4917.0,0.00040666937779585197,0.0516,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climatechange hard get gop politician pas legislation curbing climate change voter dont believe global warming political leader tell doesnt exist,0.0,0.0,0.0,0.1507857139767795,2022-07-23 14:56:37
3.0,141,1550653557342289920,311754819,1550653557342289920,en,1,0,3,0,everyone,Climate change absorbs everyone’s attention but this week’s State of the Environment report is a reminder not enough is being done about the extinction crisis. https://t.co/hTBvNjYJ6m 🟢Protect our environment🟠Stop overdevelopment🔴Stop corruption#RedefiningGrowth🌏#auspol,['RedefiningGrowth' 'auspol'],2,0,5,0,0,1,0,4,3125.0,0.0012795905310300703,-0.7684,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change absorbs everyones attention week state environment report reminder enough done extinction crisis,0.0,0.0,0.0,0.31720599722477494,2022-07-23 01:26:32
0.0,142,1550889838525796353,309144507,1550889838525796353,en,0,0,0,0,everyone,Melting ‘snowflakes’? How climate change became a new front in the right’s culture war | Leo Hickman https://t.co/zZeuwVdMzx,[],0,0,7,0,1,1,0,0,1497.0,0.0,-0.5994,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,melting snowflake how climate change became new front right culture war leo hickman,0.0,0.0,0.0,0.0,2022-07-23 17:05:26
0.0,143,1550983994338340864,1230733532474949633,1550983994338340864,en,1,1,2,0,everyone,"Parliament opens Tues 26 Jul. The agenda:🪨 #Climatechange bill to legislate a 43% emissions reduction target for 2030, along with a new reporting &amp; monitoring regime🗓 10 days’ domestic violence leave💳 Abolishing cashless welfare card1/4#auspol https://t.co/DFwQDISQ7w",['Climatechange' 'auspol'],2,0,6,0,0,1,0,3,2941.0,0.0013596193065941536,-0.3612,Negative,0.6705,0.0,0.6705,0.0,0.0,0.0,0.0,0.0,parliament open tues 26 jul the climatechange bill legislate 43 emission reduction target 2030 along new reporting amp monitoring 10 day domestic violence abolishing cashless welfare card14auspol,0.0,0.0,0.0,0.3194229552442114,2022-07-23 23:19:34
0.0,144,1550856965190033409,362069882,1550856965190033409,en,0,0,1,0,everyone,"Keep the #fossilfuel industry out of the Congo Basin, the world's second-largest #rainforest! Please SIGN and SHARE our #PETITION! #DRCongo #climatechange https://t.co/ahGOsJ5v0m via @RainforestResq",['fossilfuel' 'rainforest' 'PETITION' 'DRCongo' 'climatechange'],5,3,17,2,0,1,1,0,1498.0,0.00066711140760507,0.7019,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,keep fossilfuel industry congo basin world secondlargest rainforest please sign share petition drcongo climatechange via,0.0,0.0,0.0,0.08658170076322971,2022-07-23 14:54:48
0.0,145,1550689971820003330,877787141333495808,1550689971820003330,en,0,0,0,0,everyone,"If I was a world leader, and Boris Johnson fell asleep next to me during a climate change conference, I would 100% draw a penis on his forehead and then slap him as hard as I could to wake him up.",[],0,3,4,0,0,0,0,0,5632.0,0.0,0.0516,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,if i world leader boris johnson fell asleep next climate change conference i would 100 draw penis forehead slap hard i could wake,0.0,0.0,0.0,0.0,2022-07-23 03:51:14
0.0,146,1550965302892150784,942488918,1550965302892150784,en,0,0,1,0,everyone,The extraordinary heat wave in Europe is showing what’s possible already and what lies ahead under climate change #SmartNews  https://t.co/zEDzkpoRmS,['SmartNews'],1,0,6,0,0,1,0,0,969.0,0.0010309278350515464,-0.4215,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the extraordinary heat wave europe showing whats possible already lie ahead climate change smartnews,0.0,0.0,0.0,0.09155965608375347,2022-07-23 22:05:18
0.0,147,1550686283680206848,1008809396552413184,1550686283680206848,en,0,1,1,0,mentionedUsers,"Another example as to why I believe the average temps should be re-evaluated on the SST Anomalies. Looking at the map you would think climate change has really been rough, but if you look at the data from NASA on the North Artic Ice extent/area it's better in mass than 2009-ish https://t.co/u6fjZ35NoS",[],0,3,7,0,0,1,0,0,20.0,0.09523809523809523,0.5927,Positive,-0.6124,0.0,-0.6124,0.0,0.0,0.0,0.0,0.0,another example i believe average temp reevaluated sst anomalies looking map would think climate change really rough look data nasa north artic ice extentarea better mass 2009ish,0.0,0.0,0.0,0.3708980468307378,2022-07-23 03:36:35
1.0,148,1550781020852875264,133978776,1550781020852875264,en,0,0,2,0,everyone,"In my 15 Years of career as a #wildlife #filmmaker I have seen tigers swimming in rivers during summers #tigers are very good Swimmer but due to global warming #floods &amp; high temp is common now, due to the flood Tiger got stuck in Whirlpool Video From Katerniaghat #GlobalWarming https://t.co/Wj3ERgv2MN",['wildlife' 'filmmaker' 'tigers' 'floods' 'GlobalWarming'],5,1,6,0,0,1,0,0,351.0,0.005681818181818182,0.1272,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,in 15 years career wildlife filmmaker i seen tiger swimming river summer tiger good swimmer due global warming flood amp high temp common due flood tiger got stuck whirlpool video from katerniaghat globalwarming,0.0,0.0,0.0,0.21142919370118723,2022-07-23 09:53:02
2.0,149,1550856659223728128,1215013115701551104,1550856659223728128,en,0,0,2,0,everyone,“Consensus is irrelevant in science. There are plenty of examples in history where everyone agreed and everyone was wrong…”https://t.co/E5mXkOzyDh,[],0,0,5,0,0,1,0,0,6324.0,0.00031620553359683795,0.2732,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,consensus irrelevant science there plenty example history everyone agreed everyone wrong,0.0,0.0,0.0,0.1467690650861101,2022-07-23 14:53:35
0.0,150,1550944132734095361,1510781350902706180,1550944132734095361,en,2,0,0,0,everyone,Feed the seeds your sow https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ClimateEmergency #Unsigned,"['ClimateChange' 'SaveTheWorld' 'ClimateAction' 'ClimateEmergency'
 'Unsigned']",5,0,15,0,0,1,0,0,5510.0,0.0003629105425512611,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feed seed sow climatechange savetheworld climateaction climateemergency unsigned,0.0,0.0,0.0,0.1489414166221518,2022-07-23 20:41:11
0.0,151,1550922717314314240,38448220,1550922717314314240,en,4,0,7,0,everyone,"""It is tremendously disappointing to see yet another opportunity to pass comprehensive climate legislation come to nothing. We don’t agree, however, that this was the last chance for the United States to respond to climate change."" - @DEinDC https://t.co/dGsz19gyX5",[],0,0,4,0,0,1,1,0,15807.0,0.0006958502024291498,0.4583,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it tremendously disappointing see yet another opportunity pas comprehensive climate legislation come nothing we dont agree however last chance united states respond climate change,0.0,0.0,0.0,0.7358663210225328,2022-07-23 19:16:05
0.0,152,1550770427785629698,1470938757729824769,1550770427785629698,en,0,0,0,0,everyone,What happens when your rushing life to be this empire of your desire? Climate change? literally mother nature and evolution are like wtf???,[],0,0,2,0,5,0,0,0,111.0,0.0,0.3313,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what happens rushing life empire desire climate change literally mother nature evolution like wtf,0.0,0.0,0.0,0.0,2022-07-23 09:10:56
0.0,153,1550817657028493313,1040351893938155525,1550817657028493313,en,0,3,1,0,everyone,"Given that this climate change weather has now ended, it’s time to reflect. I need to invest in some new budgie smugglers",[],0,1,2,0,0,0,0,0,1343.0,0.002976190476190476,-0.34,Negative,0.1468,0.0,0.1468,0.06465072,0.0,0.06465072,0.0,0.0,given climate change weather ended time reflect i need invest new budgie smuggler,0.06465072,0.0,0.06465072,0.35111381219084215,2022-07-23 12:18:36
2.0,154,1550843255998275586,1536736692039712770,1550843255998275586,en,0,0,0,0,everyone,Times Square Billboard Mocks Pete #Buttigieg as King: 'Let Them Drive Electric Cars' #EV #Globalwarming #MAGA #trump #Texas #Gasprices #inflation #recession https://t.co/RtQtAdYx1F,"['Buttigieg' 'EV' 'Globalwarming' 'MAGA' 'trump' 'Texas' 'Gasprices'
 'inflation' 'recession']",9,2,16,0,0,1,0,0,34.0,0.0,-0.7003,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,times square billboard mocks pete buttigieg king let them drive electric cars ev globalwarming maga trump texas gasprices inflation recession,0.0,0.0,0.0,0.0,2022-07-23 14:00:20
0.0,155,1550880989068632065,1021834680042237953,1550880989068632065,en,0,0,0,0,everyone,How much does Russia add to global warming with the hundred thousand bombings in Ukraine?,[],0,0,4,0,1,0,0,0,16.0,0.0,0.1531,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,how much russia add global warming hundred thousand bombing ukraine,0.0,0.0,0.0,0.0,2022-07-23 16:30:16
0.0,156,1550805026884358144,1307045626778181635,1550805026884358144,en,0,0,0,0,everyone,"Sea ice extent: Northern and Southern Hemispheres. Source: Fetterer, F., K. Knowles, W. N. Meier, M. Savoie, and A. K. Windnagel. 2017, updated daily. Subsets: NH-Daily-Extent and SH-Daily-Extent. https://t.co/SnhgZB2PDe #ClimateChange #ClimateAction #ClimateCrisis https://t.co/0GLZT24oRO",['ClimateChange' 'ClimateAction' 'ClimateCrisis'],3,9,17,0,0,2,0,0,78.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sea ice extent northern southern hemispheres source fetterer f k knowles w n meier m savoie a k windnagel 2017 updated daily subsets nhdailyextent shdailyextent climatechange climateaction climatecrisis,0.0,0.0,0.0,0.0,2022-07-23 11:28:25
3.0,157,1550827155638173696,927735709,1550827155638173696,en,0,0,0,0,everyone,"A bit of Lateral Thinking here.  A new approach to climate coverage, modeled after journalistic norms on suicide reporting, where readers are given a climate hotline and resources to take action. https://t.co/JyPn7J4GH2 Follow @newrepublic",[],0,2,5,0,0,1,1,0,284.0,0.0,-0.6705,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a bit lateral thinking a new approach climate coverage modeled journalistic norm suicide reporting reader given climate hotline resource take action follow,0.0,0.0,0.0,0.0,2022-07-23 12:56:21
1.0,158,1550910804475592704,25393191,1550910804475592704,en,0,0,0,0,everyone,"At the Greater &amp; Greener Conference, Urban Parks Officials and Advocates Talk Equity and Climate Change https://t.co/R7Jxdnn7c4",[],0,0,12,0,0,1,0,0,4082.0,0.0,0.3612,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,at greater amp greener conference urban parks officials advocates talk equity climate change,0.0,0.0,0.0,0.0,2022-07-23 18:28:44
